filepath,label,split
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\122.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\292.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\597.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\390.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\996.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\554.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\711.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\127.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\991.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\786.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\430.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\177.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\788.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\144.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\65.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\830.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\299.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\581.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\907.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\729.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\194.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\948.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\752.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\728.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\774.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\56.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\125.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\83.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\901.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\787.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\957.png,real,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\714.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\114.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\635.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\904.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\406.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\683.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\22.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\305.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\776.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\9.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\953.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\202.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\587.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\515.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\453.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\235.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\371.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\538.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\359.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\869.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\983.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\710.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\389.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\964.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\550.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\954.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\88.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\504.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\187.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\775.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\618.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\192.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\927.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\38.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\998.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\746.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\798.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\878.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\764.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\8.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\484.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\132.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\972.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\981.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\269.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\978.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\138.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\580.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\557.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\664.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\272.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\610.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\819.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\756.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\676.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\379.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\960.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\150.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\933.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\243.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\11.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\720.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\246.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\316.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\864.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\629.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\608.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\551.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\486.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\314.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\test\1.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\10.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\100.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\101.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\102.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\103.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\104.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\105.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\106.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\107.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\108.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\109.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\11.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\110.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\111.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\112.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\113.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\114.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\115.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\116.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\117.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\118.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\119.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\12.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\120.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\121.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\122.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\123.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\124.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\125.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\126.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\127.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\128.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\129.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\13.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\130.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\131.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\132.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\133.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\134.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\135.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\136.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\137.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\138.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\139.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\14.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\140.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\141.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\142.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\143.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\144.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\145.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\146.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\147.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\148.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\149.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\15.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\150.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\151.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\152.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\153.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\154.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\155.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\156.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\157.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\158.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\159.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\16.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\160.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\161.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\162.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\163.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\164.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\165.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\166.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\167.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\168.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\169.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\17.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\170.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\171.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\172.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\173.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\174.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\175.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\176.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\177.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\178.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\179.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\18.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\180.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\181.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\182.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\183.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\184.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\185.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\186.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\187.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\188.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\189.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\19.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\190.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\191.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\192.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\193.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\194.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\195.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\196.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\197.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\198.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\199.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\2.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\20.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\200.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\201.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\202.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\203.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\204.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\205.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\206.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\207.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\208.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\209.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\21.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\210.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\211.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\212.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\213.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\214.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\215.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\216.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\217.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\218.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\219.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\22.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\220.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\221.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\222.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\223.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\224.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\225.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\226.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\227.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\228.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\229.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\23.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\230.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\231.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\232.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\233.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\234.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\235.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\236.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\237.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\238.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\239.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\24.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\240.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\241.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\242.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\243.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\244.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\245.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\246.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\247.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\248.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\249.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\25.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\250.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\251.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\252.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\253.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\254.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\255.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\256.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\257.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\258.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\259.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\26.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\260.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\261.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\262.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\263.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\264.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\265.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\266.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\267.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\268.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\269.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\27.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\270.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\271.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\272.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\273.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\274.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\275.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\276.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\277.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\278.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\279.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\28.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\280.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\281.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\282.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\283.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\284.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\285.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\286.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\287.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\288.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\289.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\29.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\290.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\291.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\292.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\293.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\294.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\295.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\296.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\297.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\298.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\299.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\3.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\30.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\300.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\301.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\302.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\303.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\304.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\305.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\306.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\307.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\308.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\309.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\31.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\310.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\311.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\312.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\313.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\314.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\315.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\316.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\317.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\318.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\319.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\32.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\320.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\321.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\322.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\323.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\324.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\325.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\326.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\327.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\328.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\329.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\33.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\330.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\331.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\332.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\333.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\334.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\335.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\336.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\337.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\338.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\339.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\34.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\340.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\341.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\342.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\343.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\344.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\345.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\346.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\347.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\348.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\349.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\35.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\350.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\351.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\352.png,unknown,test
